"","species","firstyear","lastyear","sci_name","sort","Breeding.Biome","Winter.Biome","Family","bird.group","Migrate","AI","native","popest","popestlci","popestuci","year_est1","year_est2","Pop.source","Tr_source","popse","spfactor","spfact","g1","g2","famfact","famfactn","birdgroupfact","birdgroupfactn","migratefact","migratefactn","aifact","aifactn","nativefact","nativefactn","Loss_mean","Loss_sd","Loss_lci95","Loss_med","Loss_uci95","Loss_lci","Loss_lqrt","Loss_uqrt","Loss_uci","Psi_mean","Psi_sd","Psi_lci95","Psi_med","Psi_uci95","Psi_lci","Psi_lqrt","Psi_uqrt","Psi_uci","NEst_mean","NEst_sd","NEst_lci95","NEst_med","NEst_uci95","NEst_lci","NEst_lqrt","NEst_uqrt","NEst_uci"
"461","Tricolored Heron",1970,2017,"Egretta tricolor",746,"Wetland","Widespread","Ardeidae","waterbird","M","other","native",57579,34376,88724,2006,2015,"PIF0615","BBS7017",13864.2857142857,"Tricolored Heron",461,9,11,"Ardeidae",10,"waterbird",4,"M",2,"other",2,"native",2,12296.2688716911,7355.3530750997,-1506.76953647477,12041.1683501084,27365.0952179213,-1506.76953647477,7299.49728454785,16927.2591239879,27365.0952179213,69204.0048145508,16760.6415469019,36737.4949082106,69323.367110945,101854.565118467,36737.4949082106,57974.8324668301,80309.758909246,101854.565118467,57569.3345556979,13809.8798527356,30587.283301615,57693.0187488636,84591.7544439827,30587.283301615,48362.3885054039,66884.6069079637,84591.7544439827
"462","Trumpeter Swan",1970,2015,"Cygnus buccinator",26,"Wetland","Temperate North America","Anatidae","waterfowl","M","other","native",63016,56714,69318,2014,2016,"NATSS15","NATS6815",3215.30612244898,"Trumpeter Swan",462,8,11,"Anatidae",6,"waterfowl",5,"M",2,"other",2,"native",2,-56532.8849426622,12937.5165276282,-85874.1294416314,-55337.1745920661,-35066.1883623371,-85874.1294416314,-64267.1731070726,-47348.7053895751,-35066.1883623371,3570.54069885828,279.362821045883,3058.45015488422,3562.18729238478,4141.13174859588,3058.45015488422,3372.6114729503,3756.38880663327,4141.13174859588,62988.7047926116,3204.64131757103,56741.4029327491,63032.0421293979,69112.754691204,56741.4029327491,60796.4783327921,65170.1562014605,69112.754691204
"463","Tufted Titmouse",1970,2017,"Baeolophus bicolor",1445,"Eastern Forest","Temperate North America","Paridae","landbird","R","other","native",11970837,10921948,13128862,2006,2015,"PIF0615","BBS7017",562988.265306122,"Tufted Titmouse",463,8,5,"Paridae",37,"landbird",1,"R",3,"other",2,"native",2,-5009594.85869291,643130.256970281,-6316791.96926989,-4984558.70226662,-3806161.41367908,-6316791.96926989,-5431550.68252094,-4569670.47385323,-3806161.41367908,7902344.72004959,381716.803211393,7148756.21003758,7897797.55617749,8643236.99601807,7148756.21003758,7644062.96411766,8165214.98504172,8643236.99601807,11960666.6243179,560133.431604221,10858240.1019499,11957035.0112248,13039873.7482097,10858240.1019499,11580174.5675667,12345008.4672554,13039873.7482097
"464","Tundra Swan",1970,2017,"Cygnus columbianus",27,"Arctic Tundra","Temperate North America","Anatidae","waterfowl","M","other","native",183000,129200,236900,2013,2017,"FWS1317","CBC7017",27474.4897959184,"Tundra Swan",464,8,1,"Anatidae",6,"waterfowl",5,"M",2,"other",2,"native",2,-10835.7192715998,48637.3375362702,-118244.677994551,-6537.25948607922,74262.2853806921,-118244.677994551,-38845.3427929148,21560.3611305604,74262.2853806921,181671.777742722,33597.9230853723,121660.414044484,179971.244667575,252005.042712317,121660.414044484,158028.498705476,203204.084883238,252005.042712317,182574.433477372,27761.0059309997,128854.55602233,182535.730609054,237667.493731281,128854.55602233,163188.531379253,201031.933573554,237667.493731281
"465","Turkey Vulture",1970,2017,"Cathartes aura",766,"Habitat Generalist","Widespread","Cathartidae","landbird","M","other","native",8418387,7705474,9163886,2006,2015,"PIF0615","BBS7017",372043.87755102,"Turkey Vulture",465,9,8,"Cathartidae",15,"landbird",1,"M",2,"other",2,"native",2,-7071092.99993247,509230.39885601,-8081432.52582724,-7059972.34854116,-6093116.79742925,-8081432.52582724,-7413938.33055457,-6722769.51689536,-6093116.79742925,3242665.0184435,148508.852234405,2952225.43592611,3244401.14662997,3534990.86023904,2952225.43592611,3140352.57825683,3342650.54723991,3534990.86023904,8419036.23321821,375609.066925489,7682696.8313368,8425451.24641702,9151920.19183086,7682696.8313368,8164352.65961658,8671339.94018934,9151920.19183086
"466","Upland Sandpiper",1970,2017,"Bartramia longicauda",469,"Grassland","South America","Scolopacidae","shorebird","M","other","native",750000,500000,1125000,2011,2013,"Shoreb12","BBS7017",159438.775510204,"Upland Sandpiper",466,6,7,"Scolopacidae",55,"shorebird",3,"M",2,"other",2,"native",2,-160283.555065136,57526.2259147758,-284908.842378946,-154752.587360049,-63868.143194871,-284908.842378946,-195873.881661174,-118996.59069833,-63868.143194871,623042.21679618,133631.634746607,360476.242418942,621317.139402851,886517.399364329,360476.242418942,533893.614492505,711094.638060007,886517.399364329,749688.366103425,159475.896792388,435725.987145527,748603.861512918,1061100.98897757,435725.987145527,643045.709415407,856832.675072758,1061100.98897757
"467","Varied Bunting",1993,2017,"Passerina versicolor",2063,"Aridlands","Mexico-Central America","Cardinalidae","landbird","M","other","native",69313,27061,135722,2006,2015,"PIF0615","BBS9317",27719.6428571429,"Varied Bunting",467,5,2,"Cardinalidae",14,"landbird",1,"M",2,"other",2,"native",2,-26835.9014437627,20489.0754893666,-77521.9555358113,-22678.2119157299,-0.269584814940217,-77521.9555358113,-36982.5384027633,-12231.6550896673,-0.269584814940217,52502.256913929,21137.5617802169,11785.0468246532,52068.5163204988,94212.3141722086,11785.0468246532,37965.0463507174,66807.4389886021,94212.3141722086,69272.8194497863,27651.9547196235,15496.1930377765,68845.3594581072,123933.656774357,15496.1930377765,50206.377342522,88123.2601185445,123933.656774357
"468","Varied Thrush",1970,2017,"Ixoreus naevius",1609,"Western Forest","Temperate North America","Turdidae","landbird","M","other","native",34514221,26180031,44500981,2006,2015,"PIF0615","BBS7017",4673711.73469388,"Varied Thrush",468,8,10,"Turdidae",64,"landbird",1,"M",2,"other",2,"native",2,52041669.8879682,7819981.48629786,37304280.6248172,51890049.9928624,67709790.8029665,37304280.6248172,46642447.595781,57199181.8529108,67709790.8029665,82109190.3763582,11301014.6215761,60340040.872783,82146766.6609574,104430532.346063,60340040.872783,74344891.569126,89719597.4761758,104430532.346063,34539836.8713227,4661135.50370618,25416664.3884983,34584568.4763172,43679256.5254033,25416664.3884983,31343929.8317853,37716681.7914057,43679256.5254033
"469","Vaux's Swift",1970,2017,"Chaetura vauxi",261,"Western Forest","Mexico-Central America","Apodidae","landbird","M","AI","native",418576,284294,607235,2006,2015,"PIF0615","BBS7017",82382.9081632653,"Vaux's Swift",469,5,10,"Apodidae",8,"landbird",1,"M",2,"AI",1,"native",2,260618.65678694,67520.1952118907,139152.400681807,256308.737385969,402468.87748277,139152.400681807,213448.860427826,304205.604289277,402468.87748277,659332.769067284,130178.254574128,404985.697420292,658560.493025315,921144.414098353,404985.697420292,570202.747360129,745286.128541324,921144.414098353,419091.099691629,81987.1410488234,257967.025396592,419218.400696138,582099.485690821,257967.025396592,363709.315671318,474035.971177839,582099.485690821
"470","Veery",1970,2017,"Catharus fuscescens",1580,"Forest Generalist","South America","Turdidae","landbird","M","other","native",11186101,9451271,13166545,2006,2015,"PIF0615","BBS7017",947773.979591837,"Veery",470,6,6,"Turdidae",64,"landbird",1,"M",2,"other",2,"native",2,7061348.72460037,869914.212997285,5419213.72336285,7041885.09504343,8858964.4393723,5419213.72336285,6472108.69863366,7632334.30792731,8858964.4393723,17747084.2777891,1514136.02393389,14802156.4156568,17757159.7281504,20747519.2152523,14802156.4156568,16722963.4047619,18734634.3654202,20747519.2152523,11167352.6131034,944218.121238356,9317481.4178799,11174756.0996827,13027817.8759597,9317481.4178799,10535225.9100411,11781456.2758972,13027817.8759597
"471","Verdin",1970,2017,"Auriparus flaviceps",1447,"Aridlands","Southwestern Aridlands","Remizidae","landbird","R","other","native",3810209,2615935,5392903,2006,2015,"PIF0615","BBS7017",708410.204081633,"Verdin",471,7,2,"Remizidae",54,"landbird",1,"R",3,"other",2,"native",2,2636720.29643965,665207.494023612,1427800.32663666,2604398.1637507,4047195.92126127,1427800.32663666,2173089.53616963,3066641.22253797,4047195.92126127,6263427.41066574,1176103.36765535,4012868.23853154,6246278.84015834,8607002.94841316,4012868.23853154,5452684.28108569,7061983.19882494,8607002.94841316,3812697.35636697,705142.571927975,2457179.7028596,3801302.89801314,5209600.60096145,2457179.7028596,3331928.27264392,4285021.55216862,5209600.60096145
"472","Vermilion Flycatcher",1970,2017,"Pyrocephalus rubinus",1320,"Aridlands","Mexico-Central America","Tyrannidae","landbird","M","other","native",538032,324197,798482,2006,2015,"PIF0615","BBS7017",120991.071428571,"Vermilion Flycatcher",472,5,2,"Tyrannidae",65,"landbird",1,"M",2,"other",2,"native",2,-250736.456744235,88435.2705446357,-451537.538952498,-241104.56628685,-104962.405120819,-451537.538952498,-304081.467970098,-186918.471129368,-104962.405120819,342089.476091681,78083.357966835,189888.294663406,342535.345797663,494948.793353653,189888.294663406,289632.259017631,394251.659287788,494948.793353653,538069.207833514,121659.837472748,301310.742365578,538349.502769855,773865.177575601,301310.742365578,456296.050002405,620242.191036003,773865.177575601
"473","Vesper Sparrow",1970,2017,"Pooecetes gramineus",1835,"Grassland","Southwestern Aridlands","Passerellidae","landbird","M","other","native",35053955,30378748,40800937,2006,2015,"PIF0615","BBS7017",2658721.68367347,"Vesper Sparrow",473,7,7,"Passerellidae",39,"landbird",1,"M",2,"other",2,"native",2,17150436.1926929,2328701.35027477,12752179.775718,17092725.1977541,21908987.7494465,12752179.775718,15570140.0622794,18663533.1098595,21908987.7494465,50549732.9240004,3886779.35394514,42982124.3542637,50563393.8067627,58188535.0656501,42982124.3542637,47941220.3599852,53190054.5155781,58188535.0656501,35071540.4684107,2669899.03962036,29864497.3769344,35097447.4591695,40328468.0922193,29864497.3769344,33268548.7796936,36864495.9936569,40328468.0922193
"474","Violet-green Swallow",1970,2017,"Tachycineta thalassina",1423,"Western Forest","Mexico-Central America","Hirundinidae","landbird","M","AI","native",6724535,5560970,8017545,2006,2015,"PIF0615","BBS7017",626677.295918367,"Violet-green Swallow",474,5,10,"Hirundinidae",28,"landbird",1,"M",2,"AI",1,"native",2,2652120.6274964,513992.550233369,1682418.06196747,2634081.19646876,3696150.74579801,1682418.06196747,2306122.49200314,2995042.63958219,3696150.74579801,9106332.2951191,864245.546140758,7394157.91448462,9102969.93319772,10802580.6323118,7394157.91448462,8534069.0625485,9678881.76366012,10802580.6323118,6711179.43765158,626876.571846838,5476483.76462116,6713391.24009491,7934049.60932832,5476483.76462116,6294962.98245071,7133977.93666552,7934049.60932832
"475","Virginia Rail",1970,2017,"Rallus limicola",413,"Wetland","Temperate North America","Rallidae","waterbird","M","other","native",232547,160326,321031,2006,2015,"PIF0615","BBS7017",40996.1734693878,"Virginia Rail",475,8,11,"Rallidae",51,"waterbird",4,"M",2,"other",2,"native",2,-129845.226815685,38732.5949135953,-216957.13705785,-126428.56979262,-65431.068931506,-216957.13705785,-153490.864956583,-102125.186811596,-65431.068931506,134694.25206055,24020.801520869,87910.3294917999,134641.290424515,182709.17566808,87910.3294917999,118274.7853847,150672.686744912,182709.17566808,232841.91041287,40723.5979021671,152941.17022316,232802.448777955,313174.661240901,152941.17022316,205406.669167074,260248.921781115,313174.661240901
"476","Virginia's Warbler",1970,2017,"Oreothlypis virginiae",1964,"Western Forest","Mexico-Central America","Parulidae","landbird","M","other","native",904013,567681,1360062,2006,2015,"PIF0615","BBS7017",202138.010204082,"Virginia's Warbler",476,5,10,"Parulidae",38,"landbird",1,"M",2,"other",2,"native",2,1247858.64772247,322191.240983546,645618.559704269,1234771.99996662,1916076.43787043,645618.559704269,1024962.26786438,1463393.74649398,1916076.43787043,2074064.43085751,477615.566334976,1137136.15578585,2075227.61312144,3028539.07823384,1137136.15578585,1754117.8979454,2392066.08243659,3028539.07823384,902534.266401347,203414.413349418,501469.185287345,904715.42710908,1301157.61021661,501469.185287345,765210.385777022,1039007.33464587,1301157.61021661
"477","Wandering Tattler",1970,2017,"Tringa incana",523,"Arctic Tundra","Coastal","Scolopacidae","shorebird","M","other","native",17500,10000,25000,2011,2013,"Shoreb12","CBC7017",3826.5306122449,"Wandering Tattler",477,2,1,"Scolopacidae",55,"shorebird",3,"M",2,"other",2,"native",2,93601.8552423788,23857.8698474673,50938.9639950755,92145.0141741592,144478.067875882,50938.9639950755,77291.7076816669,108585.428543339,144478.067875882,108248.587085543,26725.6689046077,59410.5728160582,107078.377436136,164203.867554279,59410.5728160582,89942.8910933231,125199.766113059,164203.867554279,17481.3126211399,3845.63167534813,10044.04390142,17458.4701080327,25085.2716527017,10044.04390142,14870.4646823315,20020.5577872904,25085.2716527017
"478","Warbling Vireo",1970,2017,"Vireo gilvus",1358,"Forest Generalist","Mexico-Central America","Vireonidae","landbird","M","other","native",52333042,46022570,58752802,2006,2015,"PIF0615","BBS7017",3247508.16326531,"Warbling Vireo",478,5,6,"Vireonidae",67,"landbird",1,"M",2,"other",2,"native",2,-18884542.5407036,2767231.77786572,-24582362.1848348,-18785413.9609025,-13680622.3505777,-24582362.1848348,-20646861.5141087,-17003461.9756389,-13680622.3505777,36402264.3790887,2275661.34597829,32055325.2958988,36428678.1450575,40934633.817508,32055325.2958988,34834142.6742633,37947354.5436297,40934633.817508,52335014.7741667,3214357.89970323,46114237.6910336,52381090.8981598,58687596.627409,46114237.6910336,50119941.7716481,54513223.5183385,58687596.627409
"479","Western Bluebird",1970,2017,"Sialia mexicana",1558,"Western Forest","Temperate North America","Turdidae","landbird","M","other","native",5661189,4392144,7058744,2006,2015,"PIF0615","BBS7017",680255.102040816,"Western Bluebird",479,8,10,"Turdidae",64,"landbird",1,"M",2,"other",2,"native",2,-1908670.32723202,506056.997818253,-3031604.71824539,-1874149.86798724,-1016911.15862804,-3031604.71824539,-2229639.21737637,-1546938.45305181,-1016911.15862804,4172458.58529282,502186.888324216,3192231.54083709,4176370.90199622,5163573.73219164,3192231.54083709,3834879.0690949,4510601.8189825,5163573.73219164,5660183.4872291,672119.660121562,4335145.75967304,5668745.02642147,6963062.96924317,4335145.75967304,5207686.07517757,6112909.77967329,6963062.96924317
"480","Western Grebe",1970,2017,"Aechmophorus occidentalis",146,"Wetland","Temperate North America","Podicipedidae","waterbird","M","other","native",989858,425689,1889334,2006,2015,"PIF0615","CBC7017",373378.826530612,"Western Grebe",480,8,11,"Podicipedidae",46,"waterbird",4,"M",2,"other",2,"native",2,1981547.50987457,771849.946205771,517377.316571665,1961799.08200896,3587873.83482682,517377.316571665,1451296.37603074,2480569.10879879,3587873.83482682,2914448.3197839,1096948.22557142,790879.816996011,2898581.29893868,5120771.38471919,790879.816996011,2168541.9650912,3638951.77324498,5120771.38471919,987726.570110429,367291.128525111,272539.215036572,982163.057845477,1714332.83116289,272539.215036572,738313.536410441,1232118.20866486,1714332.83116289
"481","Western Gull",1970,2017,"Larus occidentalis",583,"Coasts","Coastal","Laridae","waterbird","M","other","native",44003,11262,90819,2006,2015,"PIF0615","BBS7017",20295.1530612245,"Western Gull",481,2,4,"Laridae",32,"waterbird",4,"M",2,"other",2,"native",2,27619.1755491602,24557.4553093282,-16197.3348506427,25947.0341357897,78772.8863161683,-16197.3348506427,11607.1369802616,42247.124658808,78772.8863161683,75815.4450148368,35515.9527297175,7450.39272295331,74929.625718265,149490.808021145,7450.39272295331,51525.9922649848,98169.8822487361,149490.808021145,44063.8405991811,19828.8618719784,4499.6470569474,44043.8398965973,82771.3074137416,4499.6470569474,30605.061121953,57131.6059386935,82771.3074137416
